City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Temperature (C),Pressure (millibars),Humidity,Wind Speed (km/h)
Jaipur,7,32,2.68,11.95,8.52,7.18,0.3,6.97,14.2,30.4,1010,34.3,18.25
Jaipur,6.5,39.25,2.88,12.08,8.75,7.2,0.31,6.75,16.2,34.2,1009.9,34.4,16.21
Jaipur,10.25,44.5,5.22,14.33,11.85,7.52,0.39,6.12,19.1,36.1,1009.9,34.3,12.04
Jaipur,21.75,42.75,3.83,8.75,7.75,9.28,0.41,7.08,66.12,31.5,1009.9,34.4,14.12
Jaipur,9,24.75,3.12,4.85,5.1,6.6,0.31,6.15,44.6,24.1,1009.9,34.3,8.42
Jaipur,10,27.5,2.17,3,3.37,6.57,0.33,6.05,61.72,29.4,1009.9,34.4,10.37
Jaipur,13,32,2.32,4.38,4.18,6.2,0.34,6.35,72.02,33.2,1009.9,34.4,21.5
Jaipur,13,35.5,2.5,4.8,4.5,6.55,0.4,4.93,80.88,31,1009.9,34.3,23.42
Jaipur,12.75,37.25,1.73,3.82,3.45,11.95,0.42,5.38,98,30.7,1010,34.3,12.54
Jaipur,15,40.25,1.75,4.03,3.6,6.42,0.41,6.53,109.25,24.5,1010,34.3,16.04
Jaipur,23.5,48,2.25,5.15,4.58,9.05,0.47,7.03,139.17,31.8,1010.1,34.3,13.67
Jaipur,23,54.5,2.8,8.4,6.75,13.98,0.51,7.18,170.05,31.6,1010,34.3,16.66
Jaipur,26.25,63,2.68,8.53,6.75,16.25,0.48,7.3,155.33,31.3,1010,34.3,25.29
Jaipur,27.75,63.25,2.85,7.3,6.25,15.1,0.54,7.48,93.58,29.7,1010,34.3,18.79
Jaipur,30.75,76.75,2.82,8.23,6.67,11.8,0.58,6.78,56.35,32.9,1010,34.3,14.33
Jaipur,29,55.75,2.15,6.15,5.03,10.47,0.53,6.12,43.12,33.9,1009.9,34.3,11.92
Jaipur,17.75,39.5,2.55,5.7,5.15,9.8,0.54,5.75,40.68,28.2,1010,34.3,12.79
Jaipur,20.25,35.75,2.2,3.85,3.83,9.53,0.47,6.23,45.07,22.3,1009.9,34.3,11.109
Jaipur,21.5,31.5,2.42,4.4,4.3,9.12,0.45,4.8,49.5,21.7,1010,34.3,13.524
Jaipur,20.5,36.75,2.75,5.25,5.05,8.75,0.4,5.68,40.7,14.4,1010,34.3,15.5848
Jaipur,13,30,1.53,2.73,2.7,8.75,0.16,0.97,39.67,12.9,1010,34.4,21.5257
Jaipur,13,23,1.85,2.82,3.03,7.65,0.13,1.85,41.15,25.1,1010,34.4,22.9586
Jaipur,13.5,27.25,2.12,3.65,3.67,7.7,0.13,1.98,38.25,30.4,1010.1,34.3,26.4845
Jaipur,14.25,29.25,1.83,4.93,4.12,7.62,0.16,1.6,49.98,31.6,1010,34.3,26.726
Jaipur,12.5,24,1.9,3.9,3.62,7.07,0.15,2.75,36.75,31.3,1010.1,34.3,23.3611
Jaipur,14,25.75,2.82,7.38,6.23,6.68,0.18,1.45,24.5,27,1010,34.3,28.0623
Jaipur,13.75,32.5,2.88,6.92,6,7.15,0.25,6.43,46.08,31.6,1010,34.3,27.9013
Jaipur,15.75,37.25,3.18,6.08,5.8,7.33,0.27,8.48,67.13,30.3,1010,34.4,25.7439
Jaipur,23.75,38.25,3.33,5.18,5.45,6.85,0.23,7.55,62.72,31,1010,34.3,26.3557
Jaipur,21,37,3.37,4.72,5.25,6.8,0.3,7.17,76.95,37.9,1009.9,34.3,25.0516
Jaipur,15,35.25,3.63,6.38,6.35,7.45,0.35,9.9,84.25,38.6,1009.9,34.4,25.5668
Jaipur,15,48,3.9,5.35,6,9.95,0.23,13.4,85.25,36.8,1009.9,34.4,23.3289
Jaipur,15.5,49.5,14.88,6.77,17.75,10.85,0.44,7.4,125.45,36.9,1009.9,34.4,20.0284
Jaipur,17.5,52.5,3.93,7.73,7.3,10.95,0.41,6.52,91.15,35.2,1009.9,34.3,14.9569
Jaipur,18.75,49.5,4,7.27,7.12,17.58,0.36,4.23,3.9,35.4,1009.8,34.3,22.9425
Jaipur,17.75,52.25,4.28,7.35,7.38,14.53,0.24,3.27,88.7,33.3,1009.9,34.3,19.6581
Jaipur,18,48.75,4.15,8.33,7.82,14.82,0.21,4.47,125.45,34.6,1009.9,34.3,20.7368
Jaipur,21.5,54,5.3,12.62,11.05,14.03,0.5,5.47,102.45,30.7,1009.9,34.3,11.109
Jaipur,23.25,57,5.4,12.52,11.02,19.23,0.54,10.72,78.4,31.3,1010,34.3,13.524
Jaipur,26,67.25,4.92,14.58,11.75,13.17,0.58,8.4,56.82,34.2,1010,34.3,15.5848
Jaipur,32,71,3.15,18,12.15,15.8,0.75,8.95,47.05,32.3,1010,34.3,21.5257
Jaipur,35,79.25,1.98,11.83,7.92,14.33,0.55,7.88,68.12,29.7,1010,34.4,22.9586
Jaipur,39.5,68,2.27,13.1,8.83,13.98,0.62,7.2,69.07,34.3,1010,34.4,26.4845
Jaipur,44.5,67.75,1.68,11.57,7.55,15.57,0.55,7.65,77.43,36.4,1010,34.4,26.726
Jaipur,40.75,64.25,1.72,4.8,3.95,12.28,0.26,8.4,75.92,36.9,1009.9,34.4,23.3611
Jaipur,23,54.25,2.57,5.87,5.2,10.38,0.25,7.57,57.83,39.1,1009.9,34.4,28.0623
Jaipur,17.25,47.75,2.32,7.62,5.92,9.1,0.24,7.23,48,40.5,1009.9,34.4,27.9013
Jaipur,18,44.5,1.65,8.85,6.05,10.1,0.27,7.95,54.9,40.3,1009.8,34.4,25.7439
Jaipur,15.75,50.5,1.95,13.05,8.55,14.9,0.47,7.68,,44.8,1009.8,34.4,26.3557
Jaipur,12.75,65.5,5.5,20.3,15.25,8.42,0.43,8.25,25.5,42.3,1009.8,34.4,25.0516
Jaipur,21.75,62.25,5.85,18.08,14.35,7.5,0.46,7.2,58.3,43.4,1009.7,34.4,25.5668
Jaipur,16.5,44.5,4.65,12.35,10.38,8.5,0.52,6.73,86.2,42.7,1009.7,34.3,11.63
Jaipur,24,61,2.57,6.72,5.7,6.83,0.36,5.93,97.5,42.3,1009.6,34.3,10.83
Jaipur,32.5,64,2.27,7,5.57,8.22,0.41,6.23,130.33,42.3,1009.6,34.3,18.38
Jaipur,32.25,76.5,2.87,9.67,7.5,10.33,0.38,7.2,65.7,39.9,1009.6,34.3,15.29
Jaipur,36,82,3.75,7.45,7,16.3,0.35,13.55,3.9,32.6,1009.6,34.3,12.58
Jaipur,34.25,69,14.22,8.85,18.43,13.6,0.81,17.45,85.25,23.2,1009.6,34.3,11.17
Jaipur,31,76.75,3.35,9.05,7.52,11.28,0.46,15.07,114.65,30.7,1009.6,34.4,8.21
Jaipur,35.75,81.5,3.37,15.28,10.88,10.62,0.51,17.28,123.95,39,1009.6,34.3,5.91
Jaipur,32,80,5.23,31.95,21.28,11.65,0.51,68.42,132.32,42.1,1009.6,34.4,8.71
Jaipur,40,103.5,3.53,17.23,12.02,11.78,0.25,24.5,159.75,45.6,1009.6,34.4,7.87
Jaipur,36.5,104.5,3.25,6.8,6.27,11.4,0.18,6.93,87.7,36.4,1009.5,34.3,5.09
Jaipur,33.5,99.25,2.7,6.3,5.58,10.63,0.19,6.7,86.72,30,1009.5,34.3,9.79
Jaipur,36.25,86.5,2.7,7.53,6.23,11.33,0.25,5.9,79.35,27.5,1009.5,34.4,12.71
Jaipur,41.5,87.75,2.75,7.65,6.3,12.57,0.22,6.1,79.38,27.3,1009.5,34.4,9.04
Jaipur,45.5,78.75,2.97,8.33,6.87,12.58,0.22,6.25,80.38,30.5,1009.4,34.4,8.75
Jaipur,41.75,80,3.7,7.38,6.95,12.4,0.15,5.15,77.93,39.6,1009.4,34.4,7.62
Jaipur,35,77,2.55,7.65,6.1,12,0.12,4.75,77.45,45.8,1009.4,34.4,8.42
Jaipur,35.25,67,1.83,4.27,3.75,10.92,0.23,5.83,102.4,47,1009.4,34.4,5
Jaipur,35,61.25,1.2,5.67,4.03,10.05,0.3,4.2,110.75,50.8,1009.4,34.4,10.92
Jaipur,32.75,61,1.33,4.25,3.33,10.35,0.28,3.88,108.8,49.9,1009.3,34.4,4.17
Jaipur,33.5,59.5,1.2,2.77,2.45,8.4,0.31,4.75,86.25,30.3,1009.3,34.4,9.92
Jaipur,28.75,73,1.8,10.3,6.95,6.98,0.29,3.3,71.55,24.8,1009.3,34.4,15.25
Jaipur,30.5,103.5,2.15,27.25,16.28,6.35,0.37,3.38,46.07,28.9,1009.3,34.4,8.04
Jaipur,34.75,102.25,2.8,16.73,11.18,7.85,0.32,6.15,75.47,36.4,1009.4,34.4,7.29
Jaipur,24.25,64.5,2.7,9.6,7.3,6.45,0.31,6.17,92.62,43.4,1009.3,34.4,3.79
Jaipur,23,57.75,1.92,7.98,5.77,6.15,0.3,5.83,96.52,38.5,1009.4,34.4,2.5
Jaipur,26,61.5,2.47,5.9,5.15,6.75,0.3,5.8,116.15,32.6,1009.4,34.4,3.54
Jaipur,26.5,65.75,2.95,8.8,7.05,7.45,0.33,5.75,138.17,33.7,1009.4,34.3,4.33
Jaipur,30,83.75,3.55,14.4,10.55,9.7,0.34,14.75,131.35,39.5,1009.4,34.4,6.58
Jaipur,34.75,108.75,13.45,12.3,19.58,13.72,0.7,6.13,177.37,45.6,1009.4,34.4,9.96
Jaipur,33.25,96.75,3.38,13.65,9.98,9.33,0.3,6.1,143.1,48.7,1009.4,34.4,4.08
Jaipur,37,96.75,3.23,10.62,8.25,16.35,0.55,9.57,173.98,42.4,1009.4,34.4,3.67
Jaipur,30.5,103,3.9,13.95,10.6,11.55,0.49,10.5,146.5,34.5,1009.5,34.4,3.08
Jaipur,34,114,3.02,13.8,9.8,11.75,0.18,6.42,131.8,37,1009.5,34.4,3.21
Jaipur,36.25,110.75,7.02,17.5,15.02,12.9,0.2,7.45,132.77,49,1009.4,34.4,4.29
Jaipur,36.5,120,3.6,11.25,8.92,12.28,0.22,7.98,85.75,41.6,1009.4,34.3,5.46
Jaipur,40.75,111.25,2.6,6.65,5.65,9.45,0.13,7.15,69.1,35.6,1009.4,34.3,4.21
Jaipur,31.75,74.5,2.1,7.07,5.5,9.75,0.1,6.7,70.1,37.3,1009.3,34.3,4.04
Jaipur,32.75,67.25,2.98,6.27,5.75,9.4,0.09,6.1,68.6,36.3,1009.4,34.3,2.33
Jaipur,27.75,58.25,2.28,5.45,4.75,10.63,0.09,4.98,69.6,35.8,1009.4,34.3,3.75
Jaipur,24,56,2,5.65,4.6,10.88,0.08,3.67,82.3,37.1,1009.3,34.3,6.17
Jaipur,34,61.5,1.6,5.03,3.97,10.7,0.25,2.9,88.2,38.1,1009.2,34.3,5.09
Jaipur,26.75,67,1.62,4.65,3.8,10.25,0.28,3.1,99.5,42,1009.2,34.3,8.33
Jaipur,32.25,60.75,1.3,3.92,3.18,10.03,0.26,2.3,105.8,40.8,1009.2,34.4,12.42
Jaipur,31.5,55.5,1.7,3.15,3.1,10,0.26,3.25,107.8,42.1,1009.1,34.4,11.5
Jaipur,28.75,51.5,1.82,4.5,3.88,8.95,0.23,1.73,107.33,38.9,1009.2,34.3,8.63
Jaipur,26,53.25,2.17,5.9,4.88,9.25,0.2,2,98.5,40.4,1009.1,34.3,17.54
Jaipur,28.5,55.25,2.4,6.63,5.52,8.7,0.2,5.82,98.48,40.6,1009.1,34.4,11.21
Jaipur,27,59,2.28,6.43,5.23,8.6,0.33,9.23,100,42.7,1009.1,34.4,9.83
Jaipur,22.5,58.75,3.02,7.95,6.68,7.22,0.22,9.5,104.85,43,1009.1,34.4,12.62
Jaipur,27,62.5,2.78,10.15,7.67,6.6,0.26,7.12,118.57,48.5,1009.1,34.3,14.12
Jaipur,27.5,69.75,3.27,11.82,8.95,7.78,0.31,8.3,100.47,40.9,1009.1,34.4,9.87
Jaipur,28.75,78.25,3.85,19.25,13.35,8.05,0.25,18.3,94.05,46.4,1009.1,34.4,7.17
Jaipur,28,79,15.65,19.45,25.1,10.2,0.54,10.67,144.08,51.8,1009.1,34.4,6.92
Jaipur,43,105,4.57,25.1,17.1,10.77,0.64,34.07,161.23,61,1009,34.4,9.92
Jaipur,50.75,117,2.8,12.65,9,12.35,0.56,27.65,166.58,56.9,1009.1,34.4,3.92
Jaipur,43,110.25,1.93,7.97,5.85,11.85,0.48,15.7,109.3,61.2,1009,34.3,7.04
Jaipur,33.25,103,2.17,9.6,6.88,14.53,0.31,12.62,105.35,57.9,1009,34.3,6.67
Jaipur,38,131.75,3.72,10.05,8.37,9.2,0.21,9.55,94.6,56.1,1009.1,34.3,11.54
Jaipur,32.25,95.25,3.07,8.3,6.93,12.12,0.12,9.4,84.75,48.7,1009,34.3,15.12
Jaipur,33.5,75.5,2.82,9.6,7.4,13.6,0.34,8.2,72.05,52.7,1009,34.3,8.87
Jaipur,34.5,66,2.3,7.57,5.87,9.95,0.44,6.78,60.27,55.6,1009.1,34.3,8.58
Jaipur,33,60,3.47,11.98,9.23,8.18,0.45,6.9,55.9,59.5,1009,34.3,8.25
Jaipur,30,63.25,3.73,12.38,9.62,9.58,0.38,7.02,54.4,61.5,1009,34.3,4.29
Jaipur,30,61,2.97,9.53,7.53,9.6,0.32,6.6,50.5,36,1008.9,34.3,2.62
Jaipur,23.25,55.25,1.82,5.38,4.35,8.75,0.25,4.58,50.98,32.7,1008.9,34.3,7.92
Jaipur,19,54.25,1.73,6.15,4.67,8.55,0.26,3.22,48,30.2,1008.9,34.3,5
Jaipur,21.75,55.75,1.78,5.08,4.15,8.5,0.25,3.05,49,28.8,1008.9,34.3,5.88
Jaipur,20.25,50,1.75,5.52,4.38,8.68,0.27,4.28,40.67,26.5,1008.9,34.3,6.71
Jaipur,27.75,64.25,1.9,14.27,9.13,11.8,0.67,4.92,32.35,26,1008.9,34.3,6.13
Jaipur,57.5,99,2.38,19.65,12.4,11.4,0.56,5.5,22.53,28.4,1008.8,34.3,6.83
Jaipur,56.5,101.5,3.65,19.62,13.42,11.9,0.81,6.43,66.65,31.9,1008.8,34.3,6.92
Jaipur,51.25,100.5,3.87,16.1,11.73,9.9,0.55,5.52,48.97,33.8,1008.8,34.3,4.88
Jaipur,53,97.25,2.9,12,8.75,9.15,0.43,4.43,70.57,32.4,1008.8,34.3,5.33
Jaipur,38,83,2.2,11.2,7.7,8.9,0.44,4.2,76.4,31.7,1008.8,34.3,3.67
Jaipur,41.5,84,2.9,12.82,9.15,9.1,0.6,4.5,125.4,31.8,1008.8,34.3,4.75
Jaipur,46,93,2.45,11.1,7.9,8.55,5.17,7.8,79.4,32.8,1008.8,34.3,6.38
Jaipur,40.5,88,14.1,9.6,18.8,10.55,0.4,5.07,122.02,30.6,1008.9,34.3,5.91
Jaipur,40,90.5,3.7,13.42,10.15,8.7,0.38,4.25,132.8,29.7,1008.8,34.3,3.96
Jaipur,44.5,96.5,2.83,10.12,7.65,8.9,0.38,4.5,142.6,29.2,1008.7,34.3,5.96
Jaipur,50.25,92.75,3.28,12,9.03,9.17,0.33,5.18,152.37,28.5,1008.7,34.3,10
Jaipur,52.25,94.75,2.8,8.5,6.82,10.38,0.29,4.25,142.1,30.3,1008.7,34.3,6.17
Jaipur,45.5,94.25,3.6,10.47,8.5,11.42,0.31,3.3,113.18,26,1008.7,34.3,10.67
Jaipur,37.25,118.5,2.85,10.15,7.68,13.12,0.27,4.65,86.73,23.4,1008.7,34.3,11.58
Jaipur,23.5,157.75,3.55,15.42,11.05,9.55,0.21,4.35,88.2,23,1008.6,34.3,12.38
Jaipur,19.5,67.25,3.42,17.2,11.95,11.58,0.23,3.75,61.72,18.6,1008.6,34.3,10.67
Jaipur,31,75.25,3.8,14.75,10.95,11.93,0.24,2.88,45.55,17,1008.6,34.3,10.13
Jaipur,30,64.75,2.3,7.73,6.02,11.45,0.12,1.55,49.97,12.9,1008.6,34.3,5
Jaipur,19.25,47.25,1.95,4.27,3.85,9.78,0.06,,46.52,17.3,1008.6,34.3,4.54
Jaipur,22.25,43.5,2.05,3.15,3.38,9.55,0.24,4.88,46.57,20.8,1008.5,34.3,7.58
Jaipur,19.75,48.5,1.65,2.78,2.82,9.6,0.25,5.5,48.5,27.9,1008.5,34.3,3.88
Jaipur,20,50,1.7,4.28,3.65,9.67,0.22,5.1,42.15,24.8,1008.5,34.3,4.5
Jaipur,22.75,50.75,1.77,5.43,4.32,10.15,0.25,4.4,51.95,27.2,1008.5,34.3,5.83
Jaipur,22.75,54,1.62,4.73,3.85,9.57,0.23,5.08,43.15,29.7,1008.4,34.3,6.17
Jaipur,24.5,58.5,1.8,6.08,4.7,9.27,0.24,4.95,42.65,25.3,1008.4,34.4,7.08
Jaipur,25.25,61.75,2.7,7.73,6.25,9.73,0.29,7.3,51.95,31.2,1008.4,34.4,4.38
Jaipur,32.5,59.25,2.7,6.75,5.83,9.9,0.35,8.1,68.6,29.2,1008.3,34.4,7.87
Jaipur,36.5,65.5,2.1,5.52,4.65,9.95,0.23,9.7,68.6,29.1,1008.3,34.4,10.29
Jaipur,36.5,71.5,2.07,7.2,5.53,10.15,0.49,12.65,92.1,30.6,1008.3,34.4,6.63
Jaipur,31,69.75,1.65,6,4.55,9.35,0.29,10.55,94.1,39.6,1008.3,34.4,3.54
Jaipur,38,106.5,1.75,4.9,4.05,11.4,5.09,13.4,94.05,36.4,1008.3,34.4,3.5
Jaipur,30.75,166.5,17.62,21.25,27.82,7.25,0.39,6.78,90.17,36.6,1008.2,34.4,2.54
Jaipur,1,10.5,2,6.25,4.97,7.23,0.41,4.77,75.45,34.3,1008.2,34.4,8.33
Jaipur,13,33.75,8.17,38.87,27.35,9.77,0.23,5.25,45.08,36.1,1008.2,34.4,11.5
Jaipur,34.25,79,18.8,60.92,47.7,18.52,0.8,72.35,76.48,39.3,1008.1,34.4,11.42
Jaipur,18,44,5.85,24.75,17.93,9.27,0.15,10.17,43.12,35.1,1008.1,34.4,9.13
Jaipur,21.75,39.25,4.22,23.2,15.77,8.9,0.11,5.27,51.93,33.8,1008.1,34.3,3.5
Jaipur,23.5,43,4.03,21.28,14.58,9.97,0.04,6.38,51.92,32.4,1008.1,34.3,4.04
Jaipur,19.5,41.5,5.3,21.3,15.65,7.95,0.01,5.88,49.47,18.1,1008.1,34.3,7.04
Jaipur,14,34.25,2,17.2,10.75,8.5,0,5.47,50.48,17.6,1008.1,34.3,5.75
Jaipur,18,59.5,3.32,25.73,16.4,8.25,0,5.47,34.78,17.6,1008.1,34.3,5.5
Jaipur,13.25,128.5,6.22,35.48,23.9,7.2,0,5.45,21.08,19.8,1008,34.3,10.08
Jaipur,17,33.5,5.65,35.15,23.3,7.6,0.03,5.55,13.73,20.9,1008,34.3,7.71
Jaipur,16.75,33.75,3.23,36.12,21.82,7.3,0.31,6.42,14.7,22.6,1008,34.3,9.38
Jaipur,16.25,46,2.25,31.15,18.37,6.98,0.32,6.55,11.78,28,1007.9,34.3,11.25
Jaipur,18,61.25,1.95,26.5,15.7,7.02,0.31,6.93,20.55,28.8,1007.9,34.3,5.75
Jaipur,21,44.5,1.9,23.8,14.2,7.55,0.34,7.17,30.38,34.1,1007.9,34.3,5.91
Jaipur,22.25,50.5,2.07,30.32,17.8,11.95,0.33,7.5,17.62,33.7,1007.9,34.3,8.87
Jaipur,28,67.75,3.72,33.25,20.7,7.6,0.36,7.4,12.25,25.8,1008,34.4,10.29
Jaipur,38.25,76.5,7.98,25.62,20.1,7.25,0.36,6.33,21.6,24.1,1007.9,34.4,6.75
Jaipur,48.25,65.5,9.48,19.3,17.98,6.95,0.46,6.48,56.82,26.7,1007.8,34.4,10.5
Jaipur,37.25,53,6.85,17.95,15.1,6.13,0.38,6.02,44.07,28.3,1007.9,34.3,11.34
Jaipur,27.5,45.5,5.33,17.9,13.85,7.2,0.37,5.6,57.35,34.6,1007.8,34.3,5.83
Jaipur,21.75,42.25,4.05,17.28,12.5,5.67,0.31,5.3,74.45,33.6,1007.8,34.4,9.08
Jaipur,18.75,46.25,3.8,18.75,13.1,5.35,0.3,5.82,96.5,32,1007.8,34.4,10.88
Jaipur,22,48.25,2.12,11.9,8.03,8.5,0.32,6.42,125.45,33.9,1007.8,34.4,20.62
Jaipur,23.25,51.25,1.85,8.7,6.1,8.05,0.29,6.58,124.95,36.7,1007.8,34.3,14
Jaipur,19.25,52.25,1.37,6.1,4.35,7.18,0.28,6.52,137.67,36.4,1007.8,34.3,9.33
Jaipur,24.25,63.5,2.18,7.67,5.83,8.7,0.27,6.85,141.63,34.6,1007.8,34.3,9.17
Jaipur,28.5,68.25,2.08,8.1,6.02,9.9,0.29,7.52,174.4,34,1007.8,34.3,12.38
Jaipur,31.75,72.75,2.18,17.45,11.05,9.1,0.32,7.75,184.25,32.2,1007.8,34.4,8.33
Jaipur,37.5,88.75,2.4,35.55,20.88,9.85,0.41,8.73,137.67,31.1,1007.7,34.4,11.96
Jaipur,40.25,94.25,2.4,13,8.88,8.9,0.43,7.95,93.6,31.7,1007.7,34.4,12.87
Jaipur,41,65.75,1.92,9.78,6.78,8.38,0.35,7.35,93.57,34.9,1007.7,34.3,6.42
Jaipur,31,55.5,1.85,6.45,4.9,7.77,0.24,7.55,90.67,34.7,1007.7,34.3,4.58
Jaipur,28.25,48,2,7.43,5.6,8.4,0.28,7.55,30.37,37.3,1007.7,34.3,9.25
Jaipur,29,57,2.02,5.25,4.42,9.58,0.21,8.3,30.87,38,1007.7,34.4,8.12
Jaipur,37,57,1.65,4.52,3.77,9.83,0.3,6.85,38.2,30.9,1007.7,34.4,8.5
Jaipur,42.5,69.5,1.62,3.92,3.4,9.4,0.28,6.52,38.7,33.2,1007.6,34.4,3.79
Jaipur,38.25,65,1.25,3.77,3,8.47,0.26,6.43,35.27,35.3,1007.6,34.4,3.88
Jaipur,27.5,43.75,0.95,4.52,3.2,8.42,0.32,6.33,40.7,41,1007.6,34.4,8.46
Jaipur,15,40.25,0.97,6.8,4.4,8.33,0.27,5.85,42.62,38.4,1007.6,34.4,6.5
Jaipur,,53.25,1.75,6.48,4.87,8.4,0.26,6.47,45.55,31.3,1007.6,34.4,7.67
Jaipur,,41.75,2.13,14.4,9.4,5.65,0.24,6.4,50.98,30.4,1007.5,34.3,18.29
Jaipur,,50.75,3.62,15.65,11.27,5.2,0.33,6.78,50,30.4,1007.6,34.3,15.54
Jaipur,5,33.75,3.5,18.45,12.65,5.23,0.28,6.48,49.98,29.3,1007.5,34.3,15.83
Jaipur,21.25,60,2.55,10.88,7.85,5.1,0.35,6.9,44.12,25.3,1007.5,34.3,12.33
Jaipur,24.25,69,2.4,8.28,6.35,6.55,0.33,6.65,36.27,26.7,1007.4,34.3,10.17
Jaipur,25.5,70.25,2.15,8.8,6.35,7.45,0.37,10.55,149,33.8,1007.4,34.3,7.67
Jaipur,36.25,73.25,13.25,8.2,17.15,17.4,0.73,7.32,30.37,29.2,1007.4,34.3,8.63
Jaipur,36,79.25,2.45,8.68,6.6,10.22,0.73,11.22,30.87,32.3,1007.4,34.4,6.71
Jaipur,32.25,96,2.02,7.08,5.4,9.55,0.72,14.62,38.2,32.7,1007.5,34.3,9.25
Jaipur,30.25,73.75,2.17,8.22,6.15,7.33,0.73,9.7,38.7,30.1,1007.4,34.4,10.88
Jaipur,31.5,79.25,1.7,6.82,5,8.58,0.57,7.3,35.27,31.6,1007.4,34.4,8.29
Jaipur,34.5,82.75,1.7,7.77,5.52,10.6,0.28,4.8,40.7,29.3,1007.3,34.3,14.5
Jaipur,38.25,100,1.78,13.83,8.8,11.28,0.36,8.12,42.62,28.7,1007.3,34.3,18.91
Jaipur,38.75,132.25,2.9,40.88,24.05,11.8,0.57,8.43,45.55,31.9,1007.3,34.4,9.96
Jaipur,47,148,2.75,24.77,15.4,12.3,0.55,8.3,50.98,32.6,1007.2,34.4,10.83
Jaipur,38.5,98,2.8,13.55,9.48,10.95,0.37,7.65,50,32.2,1007.3,34.4,6.71
Jaipur,28,74,2.32,7.13,5.67,8.98,0.22,6.8,49.98,31.4,1007.2,34.4,11.75
Jaipur,18,51,2.05,8.65,6.27,9.25,0.18,6.87,30.37,26.2,1007.2,34.4,7.87
Jaipur,22,61,1.48,6.05,4.43,9.25,0.16,6.65,30.87,34,1007.2,34.3,15.96
Jaipur,21,53,1.82,5.92,4.68,8.68,0.16,6.52,38.2,31.8,1007.1,34.4,15
Jaipur,24,56.25,2.4,9.72,7.12,8.98,0.21,6.58,38.7,33.9,1007.2,34.3,16.96
Jaipur,34.5,76.5,1.47,8.77,5.88,9.55,0.25,7.38,35.27,35.6,1007.1,34.3,14.62
Jaipur,39,81.5,1.82,14.45,9.18,8.6,0.25,6.85,40.7,37,1007.1,34.3,18.29
Jaipur,38.25,82.25,2.23,16.6,10.68,8,0.3,6.55,42.62,31.9,1007.1,34.3,5.37
Jaipur,37,81.75,2.75,18.58,12.12,10.1,0.37,8,45.55,30.4,1007.1,34.3,13.25
Jaipur,40.25,84.75,2.23,13.35,8.9,9.13,0.28,7.83,50.98,34.2,1007.1,34.3,11.63
Jaipur,33.25,73.5,2.27,12,8.2,7.25,0.25,7.42,50,36.1,1007,34.3,10.83
Jaipur,10,60,2.1,9.95,7.05,6.42,0.25,6.78,49.98,31.5,1007.1,34.2,18.38
Jaipur,23,47.75,2.7,8.73,6.85,7.18,0.2,7.35,44.12,24.1,1007,34.3,15.29
Jaipur,26.25,59.5,2.2,9.7,6.95,10.75,0.53,9.15,36.27,29.4,1007.1,34.3,12.58
Jaipur,34.25,64,13.35,13.7,20.32,19.15,1.14,5.77,147,33.2,1007,34.3,11.17
Jaipur,29.75,76,2.47,14.15,9.57,11.12,0.85,6.52,159.75,31,1007,34.2,8.21
Jaipur,30.5,82,2.55,10.17,7.48,18.2,0.75,6.95,122.5,30.7,1006.9,34.2,5.91
Jaipur,26.5,72,3.05,12.88,9.35,21.32,0.77,9.75,103.9,24.5,1007,34.2,8.71
Jaipur,28.25,72.75,2.85,13.4,9.42,16.15,0.52,8.32,30.37,31.8,1006.9,34.2,7.87
Jaipur,32.5,93.5,2.37,17.38,11.18,15.85,0.73,8.65,30.87,31.6,1006.9,34.3,5.09
Jaipur,38.75,128.25,1.95,10.75,7.28,9.73,0.31,7.68,38.2,31.3,1006.9,34.3,9.79
Jaipur,25.5,119.25,2.2,12.23,8.3,9.83,0.08,6.7,38.7,29.7,1006.9,34.3,12.71
Jaipur,24,36,1.85,15.47,9.72,12.75,0.18,7.2,35.27,32.9,1006.9,34.3,9.04
Jaipur,19,37.5,2.3,26.52,16,11.83,0.24,6.7,40.7,33.9,1006.9,34.3,8.75
Jaipur,19.5,35,1.55,27.25,15.77,11.53,0.23,6.57,42.62,28.2,1006.8,34.3,7.62
Jaipur,21,32,1.92,34.5,19.93,10.45,0.27,6.27,45.55,22.3,1006.8,34.3,8.42
Jaipur,30.5,39.25,1.87,27.05,15.9,10.12,0.42,6,50.98,21.7,1006.8,34.3,5
Jaipur,29,52,1.6,20.18,12.02,9.85,0.41,5.93,50,14.4,1006.8,34.3,10.92
Jaipur,27,56,1.5,9.35,6.2,8.55,0.25,5.05,49.98,12.9,1006.8,34.3,4.17
Jaipur,15.5,35.75,1.35,5.35,3.97,8.45,0.24,5.48,44.12,25.1,1006.8,34.2,9.92
Jaipur,17.5,37.75,1.3,5.95,4.2,8,0.21,5.27,36.27,30.4,1006.8,34.3,15.25
Jaipur,19,38.75,1.78,16.33,10.15,7.77,0.25,5.6,30.37,31.6,1006.8,34.3,8.04
Jaipur,19,43,1.6,14.97,9.22,7.75,0.24,5.62,30.87,31.3,1006.8,34.3,7.29
Jaipur,19.25,40.25,2.02,11.85,7.95,7.7,0.33,6.12,38.2,27,1006.8,34.3,3.79
Jaipur,20.75,42.5,3.02,12.12,8.87,7.88,0.29,6.1,38.7,31.6,1006.8,34.3,2.5
